Id,Amount,Currency,Year,Work experience,Education,Company size,Designation,Status,Created at,Updated at,Primary technology,Pegged salary,Advice,Company base lk,Id [Salary votes],Vote type [Salary votes],Created at [Salary votes],Updated at [Salary votes]
290,1300,USD,2022,1_to_3,bachelors_degree,100_to_500,ui_ux_engineer,approved,6/12/2022 13:41,6/12/2022 13:41, - ,TRUE, - ,TRUE,,,,
291,235000,LKR,2022,1_to_3,bachelors_degree,100_to_500,ui_ux_engineer,approved,6/12/2022 13:43,6/12/2022 13:43, - ,FALSE, - ,TRUE,,,,
292,530,LKR,2022,0_to_1,higher_diploma,100_to_500,associate_devops_engineer,rejected,6/12/2022 13:55,6/12/2022 17:44,cloud,TRUE, - ,TRUE,,,,
293,530,AUD,2022,0_to_1,higher_diploma,100_to_500,associate_devops_engineer,approved,6/12/2022 13:57,6/12/2022 13:57,cloud,TRUE, - ,TRUE,,,,
294,2000,USD,2022,10_to_14, - ,50_to_100,qa_lead,approved,6/12/2022 14:21,6/12/2022 14:21,python,TRUE, - ,TRUE,,,,
295,450000,LKR,2022,7_to_9,bachelors_degree,100_to_500,senior_devops_engineer,approved,6/12/2022 15:55,6/12/2022 15:55,cloud,TRUE,Obtain more professional qualifications ,TRUE,,,,
296,150000,LKR,2022,0_to_1,bachelors_degree,more_than_500,associate_qa_engineer,approved,6/12/2022 16:47,6/12/2022 16:47,java,TRUE,"be humble, focus on skills over certificates",TRUE,,,,
297,2000,LKR,2022,7_to_9,bachelors_degree,100_to_500,tech_lead,rejected,6/12/2022 16:58,6/12/2022 17:45,java,TRUE, - ,TRUE,,,,
298,100000,LKR,2022,1_to_3,bachelors_degree,10_to_20,associate_software_engineer,approved,6/12/2022 18:46,6/12/2022 18:46,django,FALSE,"Work hard and try to learn new things, and keep up to date with the new technologies without only focusing on your work at the office.",TRUE,,,,
299,130000,LKR,2022,0_to_1,higher_diploma,20_to_50,software_engineer,approved,6/12/2022 19:26,6/12/2022 19:26,android,FALSE,Please try to find a job with pegged salary.,TRUE,,,,
300,230000,LKR,2022,1_to_3,bachelors_degree,20_to_50,senior_frontend_engineer,approved,6/13/2022 3:03,6/13/2022 3:03,reactjs,FALSE, - ,TRUE,,,,
301,1380,USD,2022,4_to_6,bachelors_degree,more_than_500,senior_software_engineer,approved,6/13/2022 3:21,6/13/2022 3:21,node_js,TRUE,"Pick the frameworks that suit you the most & master them. the industry relies on proficiency, just touching everything here and there is not the best way",TRUE,,,,
302,568,AUD,2022,1_to_3,bachelors_degree,100_to_500,associate_software_engineer,approved,6/13/2022 3:23,6/13/2022 3:23,php,TRUE, - ,TRUE,,,,
303,100000,LKR,2022,1_to_3,bachelors_degree,20_to_50,business_analyst,approved,6/13/2022 5:02,6/13/2022 5:02,reactjs,FALSE,Complete professional certifications as many as you can and enhance and expand your knowledge limits by constant self-learning. ,TRUE,,,,
304,325000,LKR,2022,4_to_6,bachelors_degree,50_to_100,associate_tech_lead,approved,6/13/2022 5:12,6/13/2022 5:12, - ,FALSE, - ,TRUE,31,accurate,6/13/2022 5:15,6/13/2022 5:15
305,125000,LKR,2022,0_to_1,bachelors_degree,10_to_20,business_analyst,approved,6/13/2022 5:13,6/13/2022 5:13,reactjs,FALSE, - ,TRUE,30,accurate,6/13/2022 5:15,6/13/2022 5:15
306,199500,LKR,2022,4_to_6,bachelors_degree, - ,senior_business_analyst,approved,6/13/2022 6:44,6/13/2022 6:44,wordpress,FALSE,"If you're an undergraduate, get your ECBA certification. Then you can do your CSPO certification and do CCBA/CBAP to further provide job security.",FALSE,,,,
307,945,USD,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,6/13/2022 6:50,6/13/2022 6:50,java,TRUE, - ,TRUE,,,,
308,165000,LKR,2021,1_to_3,bachelors_degree,more_than_500,senior_software_engineer,approved,6/13/2022 7:00,6/13/2022 7:00,java,FALSE, - ,TRUE,,,,
309,300000,LKR,2021,4_to_6,bachelors_degree,100_to_500,associate_tech_lead,approved,6/13/2022 8:04,6/13/2022 8:04,react_native,FALSE, - ,TRUE,,,,
310,663,EUR,2022,4_to_6,higher_diploma,100_to_500,system_engineer,approved,6/13/2022 8:23,6/13/2022 8:23,it_infrastructure,TRUE, - ,TRUE,,,,
311,870,USD,2022,4_to_6,bachelors_degree,100_to_500,senior_business_analyst,approved,6/13/2022 9:28,6/13/2022 9:28, - ,TRUE,Do globally recognized BA certifications,TRUE,,,,
312,430000,LKR,2022,4_to_6,bachelors_degree,20_to_50,senior_software_engineer,approved,6/13/2022 9:37,6/13/2022 9:37,php,FALSE, - ,FALSE,,,,
313,159000,LKR,2022,0_to_1,bachelors_degree,more_than_500, - ,rejected,6/13/2022 10:27,6/13/2022 10:38, - ,TRUE, - ,TRUE,,,,
314,159000,LKR,2022,0_to_1,bachelors_degree,more_than_500, - ,approved,6/13/2022 10:28,6/13/2022 10:28, - ,TRUE, - ,TRUE,,,,
315,8000,USD,2022,10_to_14,masters,more_than_500,architect,approved,6/13/2022 11:35,6/13/2022 11:35,java,TRUE, - ,TRUE,,,,
316,260000,LKR,2022,4_to_6,bachelors_degree,more_than_500,senior_qa_engineer,approved,6/13/2022 12:15,6/13/2022 12:15,selenium,FALSE, - ,TRUE,,,,
317,420000,LKR,2022,4_to_6,bachelors_degree,below_10,senior_technical_consultant,approved,6/13/2022 13:27,6/13/2022 13:27,c#,FALSE,If you are proficient with IFS applications you can easily demand a higher salary through an IFS partner company.,TRUE,,,,
318,140000,LKR,2022,0_to_1,bachelors_degree,100_to_500,system_engineer,approved,6/13/2022 14:52,6/13/2022 14:52,system_administration,TRUE, - ,TRUE,,,,
319,80000,LKR,2022,1_to_3,bachelors_degree,more_than_500,system_engineer,approved,6/13/2022 15:02,6/13/2022 15:02,it_infrastructure,FALSE, - ,TRUE,,,,
320,180000,LKR,2022,4_to_6,bachelors_degree,100_to_500,devops_engineer,approved,6/13/2022 18:39,6/13/2022 18:39,cloud,TRUE,"Have the qualifications those are relevant and try to gain relevant experience for what you want to be, dont get stuck in a comfort zone. Try to do self study as much as possible",TRUE,,,,
321,8000,USD,2022,10_to_14,higher_diploma,more_than_500,senior_technical_consultant,approved,6/13/2022 21:12,6/13/2022 21:12,sql,TRUE,Pay your full attention to what you want to do.,TRUE,,,,
322,230000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,6/14/2022 2:27,6/14/2022 2:27,java,FALSE, - ,TRUE,,,,
323,190000,LKR,2022,1_to_3,higher_diploma,20_to_50,senior_software_engineer,approved,6/14/2022 3:25,6/14/2022 3:25,.net,FALSE, - ,TRUE,,,,
324,210000,LKR,2022,4_to_6,bachelors_degree,50_to_100,senior_business_analyst,approved,6/14/2022 4:51,6/14/2022 4:51,system_administration,FALSE,"Do your professional certifications, be familiar with tools. Focus on product, funtional path(supply chain, service) or industry, so you can be a special on that domain. PS: there is no listed item on primary technology hence i select sya admin. However ever, as a BA my current day to day is to work closely with hospitality, food and beverage industry professionals to align business systems with demanding business requirements. I work on projects, analysis, systems administration, functional consulting, etc....",TRUE,,,,
325,1300,GBP,2022,7_to_9,masters,below_10,senior_software_engineer,approved,6/14/2022 5:55,6/14/2022 5:55,android,TRUE, - ,TRUE,,,,
326,235000,LKR,2022,4_to_6,bachelors_degree,10_to_20,senior_software_engineer,approved,6/14/2022 8:09,6/14/2022 8:09,reactjs,FALSE, - ,TRUE,,,,
327,470,USD,2022,1_to_3,bachelors_degree,50_to_100,software_engineer,approved,6/14/2022 8:50,6/14/2022 8:50,reactjs,TRUE,Never stop learning. Keep trying new things. Don't stick to the confort zone of your job.,TRUE,,,,
328,300000,LKR,2022,7_to_9,masters,20_to_50, - ,approved,6/14/2022 11:16,6/14/2022 11:16,it_infrastructure,FALSE, - ,TRUE,,,,
329,150000,LKR,2022,0_to_1,bachelors_degree,100_to_500,associate_software_engineer,approved,6/14/2022 11:47,6/14/2022 11:47,php,FALSE, - ,TRUE,,,,
330,80000,LKR,2022,0_to_1,bachelors_degree,more_than_500,associate_software_engineer,approved,6/14/2022 13:07,6/14/2022 13:07,java,FALSE, - ,TRUE,,,,
331,120000,LKR,2022,4_to_6,bachelors_degree,100_to_500,network_engineer,approved,6/14/2022 13:15,6/14/2022 13:15,it_infrastructure,FALSE, - ,TRUE,,,,
332,850000,LKR,2022,4_to_6,bachelors_degree,10_to_20,senior_devops_engineer,approved,6/14/2022 13:58,6/14/2022 13:58,cloud,TRUE, - ,FALSE,,,,
333,1530,LKR,2022,1_to_3,bachelors_degree,50_to_100,software_engineer,rejected,6/14/2022 14:52,6/15/2022 10:11,node_js,TRUE, - ,FALSE,,,,
334,176550,LKR,2022,10_to_14,higher_diploma,50_to_100,manager_it_operation,approved,6/14/2022 16:58,6/14/2022 16:58,it_infrastructure,FALSE, - ,TRUE,,,,
335,376000,LKR,2022,10_to_14,masters,more_than_500,project_manager,approved,6/14/2022 17:03,6/14/2022 17:03, - ,FALSE, - ,TRUE,35,fake,7/6/2022 6:22,7/6/2022 6:22
336,376000,LKR,2022,10_to_14,masters,more_than_500,associate_project_manager,approved,6/14/2022 17:06,6/14/2022 17:06, - ,FALSE, - ,TRUE,,,,
337,40000,LKR,2022,1_to_3,bachelors_degree,20_to_50,associate_software_engineer,approved,6/14/2022 22:18,6/14/2022 22:18,php,FALSE, - ,TRUE,,,,
338,140000,LKR,2022,4_to_6,masters,50_to_100,devops_engineer,approved,6/15/2022 2:37,6/15/2022 2:37,cloud,FALSE,"Do some Certifications on major Cloud Platforms, Update on your technologies on regular basis",TRUE,,,,
339,125000,LKR,2022,0_to_1,bachelors_degree,20_to_50,associate_security_engineer,approved,6/15/2022 3:56,6/15/2022 3:56,cloud,FALSE, - ,TRUE,,,,
340,200000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,6/15/2022 3:59,6/15/2022 3:59,java,FALSE, - ,TRUE,,,,
341,150000,LKR,2022,0_to_1,bachelors_degree,50_to_100,associate_security_engineer,approved,6/15/2022 5:05,6/15/2022 5:05,cloud,TRUE, - ,TRUE,,,,
342,600000,LKR,2022,4_to_6,bachelors_degree,50_to_100,senior_software_engineer,approved,6/15/2022 8:36,6/15/2022 8:36,reactjs,FALSE, - ,TRUE,,,,
343,350000,LKR,2022,4_to_6,bachelors_degree,more_than_500,senior_software_engineer,approved,6/15/2022 9:29,6/15/2022 9:29,angular,TRUE, - ,TRUE,,,,
344,180,LKR,2022,4_to_6, - ,20_to_50,software_engineer,rejected,6/15/2022 11:57,6/15/2022 13:02,java,FALSE, - ,TRUE,,,,
345,800,USD,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,6/15/2022 19:46,6/15/2022 19:46, - ,TRUE,Do more projects when you are in undergraduate. Improve your soft skils,TRUE,,,,
346,300000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,6/15/2022 23:32,6/15/2022 23:32,java,TRUE, - ,TRUE,,,,
347,110000,LKR,2022,1_to_3,bachelors_degree,100_to_500,ui_ux_engineer,approved,6/16/2022 2:32,6/16/2022 2:32,css,FALSE, - ,TRUE,,,,
348,1300,LKR,2022,4_to_6,masters,100_to_500,tech_lead,rejected,6/16/2022 4:10,6/16/2022 7:08,android,TRUE,"Read the pegging policy carefully. [Including terms and conditions] Some companies review the pegging every year. So always negotiate your basic. If you are getting a okay amount when pegging but your basic is not enough then you need to negotiate and make sure that the basic is improved. So any day they stop pegging you might not loose a lot. 

Always have a look at what other companies are offering for the same work you do. This is something happened to me and I have handed in my resignation. This website is a good starting point. Check Glassdoor as well. If you are looking to earn more, age < 30, try startups. Some startup are paying extremally well. Earn well in a short period of time and then settle down during your 30s.",TRUE,,,,
349,1000,USD,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,6/16/2022 5:36,6/16/2022 5:36,javascript,TRUE, - ,TRUE,,,,
350,4000,USD,2022,15+,masters,more_than_500,senior_data_architect,approved,6/16/2022 6:19,6/16/2022 6:19,python,TRUE,Work on cloud certifications and personal projects,TRUE,,,,
351,120000,LKR,2022,1_to_3,bachelors_degree,20_to_50,software_engineer,approved,6/16/2022 10:45,6/16/2022 10:45,java,FALSE, - ,TRUE,,,,
352,300000,LKR,2022,7_to_9,masters,50_to_100,tech_lead,approved,6/16/2022 12:43,6/16/2022 12:43,it_infrastructure,FALSE, - ,TRUE,,,,
353,999,USD,2022,4_to_6,bachelors_degree, - ,software_engineer,approved,6/16/2022 15:28,6/16/2022 15:28,java,TRUE, - ,TRUE,,,,
354,150000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,6/16/2022 16:49,6/16/2022 16:49,javascript,FALSE, - ,TRUE,,,,
355,110000,LKR,2022,4_to_6,bachelors_degree,50_to_100,senior_software_engineer,approved,6/17/2022 1:56,6/17/2022 1:56,ios,FALSE,"Do your research about other companies and how they pay. If you are under-valued and under-payed, make your move and look for elsewhere where they treat you better. Update yourself and your resume accordingly, based on industry expectations.",TRUE,,,,
356,130000,LKR,2022,4_to_6, - ,100_to_500,senior_support_engineer,approved,6/17/2022 6:09,6/17/2022 6:09, - ,FALSE, - ,TRUE,,,,
357,750000,LKR,2022,15+,masters,100_to_500,architect,approved,6/17/2022 8:33,6/17/2022 8:33,java,FALSE,"freshers, get a job where you can learn from the best. give 2nd priority to the salary. always good to look for companies which are having foreign clients. never settle to a single company or technology. ",TRUE,,,,
358,275000,LKR,2022,4_to_6,bachelors_degree,more_than_500,product_manager,approved,6/17/2022 9:21,6/17/2022 9:21,html,FALSE, - ,TRUE,,,,
359,600,USD,2022,1_to_3,bachelors_degree,100_to_500,system_engineer,approved,6/17/2022 10:53,6/17/2022 10:53,system_administration,TRUE, - ,TRUE,,,,
360,265000,LKR,2022,4_to_6,diploma,50_to_100,senior_ui_ux_engineer,approved,6/18/2022 8:20,6/18/2022 8:20,css,FALSE, - ,TRUE,,,,
361,2500,USD,2022,7_to_9,bachelors_degree,100_to_500,project_manager,approved,6/18/2022 8:47,6/18/2022 8:47, - ,TRUE, - ,TRUE,,,,
362,1250,USD,2022,4_to_6,bachelors_degree,10_to_20,senior_software_engineer,approved,6/19/2022 1:02,6/19/2022 1:02, - ,TRUE,Never settle in. Reach out of the comfort zone. Learn - Grow - Earn,TRUE,,,,
363,4800,LKR,2022,10_to_14,bachelors_degree,more_than_500,senior_software_engineer,rejected,6/19/2022 6:15,6/19/2022 20:01,c#,TRUE,"Keep on learning, Have a blog and post something about technology at least once a week, Spend more time on LinkedIn and try to make your profile strong by sharing technology related post with hashtags",FALSE,,,,
364,1600,USD,2022,0_to_1,bachelors_degree,more_than_500,software_engineer,approved,6/19/2022 8:30,6/19/2022 8:30,java,TRUE,Work hard in your university because having a good grade will hire you,TRUE,,,,
365,235000,LKR,2022,1_to_3,bachelors_degree,more_than_500,senior_software_engineer,approved,6/19/2022 10:05,6/19/2022 10:05,sql,FALSE,"I work for one of the top 10 ERP companies in the world. Point is, Future is all frameworks. Don’t waste time on mastering a specific language. Instead be adaptable to any given work environment, tools and technologies used. ",TRUE,,,,
366,1000,USD,2022,7_to_9,bachelors_degree,100_to_500,senior_software_engineer,approved,6/19/2022 13:41,6/19/2022 13:41,.net,TRUE, - ,TRUE,,,,
367,275000,LKR,2022,1_to_3,bachelors_degree,more_than_500,senior_software_engineer,approved,6/19/2022 15:19,6/19/2022 15:19,java,FALSE, - ,TRUE,,,,
368,450000,LKR,2022,7_to_9,masters,more_than_500,senior_lead_ui_ux_engineer,approved,6/19/2022 20:27,6/19/2022 20:27,html,TRUE,Be a yardstick of quality. Some people aren’t used to an environment where excellence is expected.,TRUE,,,,
369,450000,LKR,2022,10_to_14,bachelors_degree,more_than_500,senior_qa_lead,approved,6/20/2022 13:31,6/20/2022 13:31,java,FALSE, - ,TRUE,,,,
370,77000,LKR,2022,0_to_1,bachelors_degree,more_than_500,associate_software_engineer,approved,6/20/2022 16:06,6/20/2022 16:06,reactjs,FALSE, - ,TRUE,,,,
371,630000,LKR,2022,10_to_14,bachelors_degree,more_than_500,senior_architect,approved,6/21/2022 7:26,6/21/2022 7:26,java,FALSE, - ,TRUE,,,,
372,80000,LKR,2022,1_to_3,bachelors_degree,10_to_20,junior_data_scientist,approved,6/21/2022 7:26,6/21/2022 7:26,python,FALSE,"Show your ability to adapt, communicate well, and quickly learn during the internship. Whatever the technology you're working with. ",TRUE,,,,
373,329500,LKR,2022,15+,higher_diploma,more_than_500,senior_reliability_engineer,approved,6/21/2022 16:12,6/21/2022 16:12,cloud,FALSE,If possible change your workplace every 4 years.,TRUE,,,,
374,1100,USD,2022,10_to_14,masters,100_to_500,tech_lead,approved,6/22/2022 3:08,6/22/2022 3:08,.net,TRUE, - ,TRUE,,,,
375,2600,USD,2022,7_to_9,masters,20_to_50,senior_tech_lead,approved,6/22/2022 3:19,6/22/2022 3:19,javascript,TRUE, - ,TRUE,,,,
376,10000,GBP,2022,10_to_14,bachelors_degree,20_to_50,senior_tech_lead,approved,6/22/2022 5:32,6/22/2022 5:32,c,TRUE,Not many people in srilanka choose cryptography but I choose it later in my career  so choose your field wisely so it will be both interesting and pays well ,FALSE,,,,
377,1285,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_qa_engineer,rejected,6/22/2022 5:45,6/23/2022 7:47,java,TRUE,while improving you technical skills work on your soft skills as well. ,TRUE,,,,
378,1285,USD,2022,4_to_6,bachelors_degree,100_to_500,senior_qa_engineer,approved,6/22/2022 5:47,6/22/2022 5:47,java,TRUE,while improving your technical skills work on your soft skills as well.,TRUE,,,,
379,130000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,6/23/2022 4:02,6/23/2022 4:02,reactjs,TRUE, - ,TRUE,,,,
380,180000,LKR,2022,7_to_9,masters,more_than_500,senior_business_analyst,approved,6/24/2022 19:14,6/24/2022 19:14, - ,FALSE, - ,TRUE,34,fake,7/4/2022 15:47,7/4/2022 15:47
381,95000,GBP,2022,1_to_3,diploma,below_10,associate_software_engineer,rejected,6/29/2022 12:17,6/29/2022 13:31,php,FALSE, - ,TRUE,,,,
382,650000,LKR,2022,15+,bachelors_degree,more_than_500,principle_software_engineer,approved,6/30/2022 12:05,6/30/2022 12:05,java,FALSE, - ,TRUE,,,,
383,210000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,7/4/2022 2:12,7/4/2022 2:12,java,TRUE, - ,TRUE,,,,
384,2000,USD,2022,4_to_6,bachelors_degree,50_to_100,associate_tech_lead,approved,7/4/2022 6:11,7/4/2022 6:11,php,TRUE, - ,TRUE,,,,
385,1000,USD,2022,7_to_9,bachelors_degree,100_to_500,senior_business_analyst,approved,7/4/2022 10:44,7/4/2022 10:44, - ,TRUE, - ,TRUE,,,,
386,285000,LKR,2022,1_to_3,bachelors_degree,more_than_500,senior_qa_engineer,approved,7/5/2022 6:01,7/5/2022 6:01,javascript,FALSE, - ,TRUE,,,,
387,477000,LKR,2022,4_to_6,masters,more_than_500,project_manager,approved,7/6/2022 6:17,7/6/2022 6:17, - ,FALSE, - ,TRUE,,,,
388,555000,LKR,2022,10_to_14,bachelors_degree,50_to_100,senior_software_engineer,approved,7/16/2022 9:16,7/16/2022 9:16,react_native,FALSE, - ,TRUE,,,,
389,1913,USD,2022,4_to_6,bachelors_degree,more_than_500,senior_qa_engineer,approved,7/17/2022 2:10,7/17/2022 2:10,javascript,TRUE, - ,TRUE,,,,
390,1100,EUR,2022,4_to_6,bachelors_degree,10_to_20,senior_software_engineer,approved,7/18/2022 2:47,7/18/2022 2:47,angularjs,TRUE, - ,TRUE,,,,
391,300000,LKR,2022,10_to_14,bachelors_degree,50_to_100,associate_qa_architect,approved,7/20/2022 11:27,7/20/2022 11:27, - ,FALSE, - ,TRUE,,,,
392,497000,LKR,2022,7_to_9,bachelors_degree,more_than_500,associate_project_manager,approved,7/20/2022 14:53,7/20/2022 14:53, - ,FALSE,Get experience and negotiate. Know when to move out or to demand more,TRUE,,,,
393,545,LKR,2022,0_to_1,bachelors_degree,more_than_500, - ,rejected,7/21/2022 2:58,7/21/2022 3:57, - ,TRUE, - ,TRUE,,,,
394,545,USD,2022,0_to_1,bachelors_degree,more_than_500, - ,approved,7/21/2022 2:59,7/21/2022 2:59, - ,TRUE, - ,TRUE,,,,
395,3900,USD,2022,7_to_9,bachelors_degree, - , - ,approved,7/27/2022 7:18,7/27/2022 7:18,python,FALSE,Try to master your area and look for foreign(remote) work,FALSE,,,,
396,180000,LKR,2022,4_to_6,bachelors_degree,50_to_100,software_engineer,approved,8/8/2022 5:11,8/8/2022 5:11,ios,TRUE, - ,TRUE,"36,37","accurate,fake","August 09, 2022 10:28,August 15, 2022 01:08","August 09, 2022 10:28,August 15, 2022 01:08"
397,290000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,8/9/2022 10:22,8/9/2022 10:22,php,FALSE,most of SL companies are low paying. try to join a foreign company with remote option ,TRUE,,,,
398,3000,EUR,2022,10_to_14,bachelors_degree,100_to_500,architect,approved,8/9/2022 11:35,8/9/2022 11:35,node_js,TRUE, - ,TRUE,,,,
399,2900,USD,2022,7_to_9,bachelors_degree,100_to_500,associate_tech_lead,approved,8/9/2022 15:26,8/9/2022 15:26,python,FALSE, - ,TRUE,,,,
400,121000,LKR,2022,1_to_3,bachelors_degree,20_to_50,associate_software_engineer,approved,8/14/2022 11:44,8/14/2022 11:44,asp_net,TRUE, - ,TRUE,,,,
401,438,USD,2022,0_to_1,bachelors_degree,50_to_100,associate_devops_engineer,approved,8/14/2022 12:02,8/14/2022 12:02,cloud,TRUE, - ,TRUE,,,,
402,120000,LKR,2022,10_to_14,bachelors_degree,more_than_500,senior_development_manager,approved,8/14/2022 14:33,8/14/2022 14:33,it_infrastructure,FALSE, - ,TRUE,,,,
403,750,USD,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,8/14/2022 16:45,8/14/2022 16:45,java,TRUE, - ,TRUE,,,,
404,850,USD,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,8/14/2022 16:46,8/14/2022 16:46,reactjs,TRUE, - ,TRUE,,,,
405,1200,USD,2022,1_to_3,bachelors_degree,50_to_100,senior_software_engineer,approved,8/14/2022 16:46,8/14/2022 16:46,reactjs,TRUE, - ,TRUE,,,,
406,1200,SGD,2022,0_to_1,bachelors_degree,20_to_50,software_engineer,approved,8/15/2022 2:56,8/15/2022 2:56,node_js,TRUE, - ,FALSE,,,,
407,295000,LKR,2022,1_to_3,bachelors_degree,more_than_500,software_engineer,approved,8/15/2022 3:46,8/15/2022 3:46, - ,FALSE,Learn to market yourself. Choose an employer who knows your value.,TRUE,,,,
408,2200,USD,2022,10_to_14, - ,more_than_500,project_manager,approved,8/15/2022 6:37,8/15/2022 6:37, - ,TRUE, - ,TRUE,,,,
409,100000,LKR,2022,1_to_3,higher_diploma,more_than_500, - ,approved,8/16/2022 3:07,8/16/2022 3:07,it_infrastructure,FALSE, - ,TRUE,,,,
410,750,USD,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,8/16/2022 12:08,8/16/2022 12:08,.net,TRUE, - ,TRUE,,,,
411,2270,USD,2022,7_to_9,bachelors_degree,50_to_100,tech_lead,approved,8/20/2022 6:39,8/20/2022 6:39,java,TRUE, - ,TRUE,,,,
412,1550,USD,2022,7_to_9,bachelors_degree,below_10,tech_lead,approved,8/23/2022 5:11,8/23/2022 5:11,c#,TRUE, - ,TRUE,,,,
413,150000,LKR,2022,10_to_14,masters,50_to_100,tech_lead,approved,8/23/2022 8:01,8/23/2022 8:01,c#,FALSE, - ,TRUE,,,,
414,15000,USD,2022,15+,masters,20_to_50,CTO,approved,8/23/2022 21:03,8/23/2022 21:03,java,FALSE, - ,TRUE,,,,
415,500000,LKR,2022,1_to_3,bachelors_degree,50_to_100,senior_devops_engineer,approved,8/26/2022 5:05,8/26/2022 5:05,cloud,TRUE,"In Devops field, it is mandatory to know a couple of programming languages. Always do POCs and update your github. Keep learning! ",TRUE,,,,
416,450000,LKR,2022,7_to_9,bachelors_degree,more_than_500,senior_qa_lead,approved,8/31/2022 11:50,8/31/2022 11:50,java,FALSE, - ,TRUE,,,,
417,700000,LKR,2022,7_to_9,bachelors_degree,10_to_20,senior_qa_lead,approved,8/31/2022 11:54,8/31/2022 11:54,java,TRUE,"Improve technical skills. specially Automation, performance..etc",TRUE,,,,
418,990,USD,2022,1_to_3,bachelors_degree,20_to_50,qa_engineer,approved,9/1/2022 6:21,9/1/2022 6:21, - ,FALSE, - ,TRUE,,,,
419,260000,LKR,2022,0_to_1,bachelors_degree,more_than_500,software_engineer,approved,9/1/2022 6:50,9/1/2022 6:50,c++,FALSE, - ,TRUE,,,,
420,100000,LKR,2022,0_to_1,bachelors_degree,10_to_20,junior_machine_learning_engineer,approved,9/1/2022 7:22,9/1/2022 7:22, - ,FALSE,Do some basics before the preferred job. Make a pathway story for the applied job. Story teller ,TRUE,,,,
421,25000,LKR,2022,0_to_1,higher_diploma,50_to_100,ui_ux_engineer,approved,9/5/2022 11:52,9/5/2022 11:52,html,FALSE, - ,TRUE,,,,
422,180000,LKR,2022,1_to_3,bachelors_degree,10_to_20,software_engineer,approved,9/9/2022 6:56,9/9/2022 6:56,react_native,FALSE, - ,TRUE,,,,
423,800,AUD,2022,1_to_3,bachelors_degree,20_to_50,ui_ux_engineer,approved,9/12/2022 11:31,9/12/2022 11:31, - ,TRUE, - ,TRUE,,,,
424,415,GBP,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,9/15/2022 3:26,9/15/2022 3:26,javascript,TRUE, - ,TRUE,,,,
425,150000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,9/15/2022 15:10,9/15/2022 15:10,javascript,TRUE, - ,TRUE,,,,
426,80000,LKR,2022,0_to_1, - ,50_to_100, - ,approved,9/25/2022 9:24,9/25/2022 9:24, - ,FALSE, - ,TRUE,,,,
427,60000,LKR,2022,1_to_3,diploma,20_to_50,associate_ui_ux_engineer,approved,9/25/2022 9:51,9/25/2022 9:51,css,FALSE, - ,TRUE,,,,
428,35000,LKR,2022,0_to_1,higher_diploma,10_to_20, - ,approved,9/25/2022 10:12,9/25/2022 10:12, - ,FALSE, - ,TRUE,,,,
429,85000,LKR,2022,1_to_3,bachelors_degree,50_to_100, - ,approved,9/25/2022 12:15,9/25/2022 12:15,java,FALSE, - ,TRUE,,,,
430,80000,LKR,2022,1_to_3,higher_diploma,50_to_100,software_engineer,approved,9/25/2022 12:25,9/25/2022 12:25,java,FALSE, - ,TRUE,,,,
431,110000,LKR,2021,4_to_6,bachelors_degree,more_than_500,tech_lead,approved,9/25/2022 14:25,9/25/2022 14:25,.net,FALSE, - ,TRUE,,,,
432,400000,LKR,2022,4_to_6,bachelors_degree,20_to_50,technical_consultant,approved,9/25/2022 14:28,9/25/2022 14:28,cloud,TRUE, - ,TRUE,,,,
433,150000,LKR,2022,1_to_3,bachelors_degree,100_to_500,business_analyst,approved,9/26/2022 8:36,9/26/2022 8:36, - ,TRUE, - ,TRUE,,,,
434,200,USD,2022,0_to_1,bachelors_degree,100_to_200,Internship,approved,,,,TRUE,,TRUE,,,,
435,20000,LKR,2022,1_to_3,bachelors_degree,100 - 200,Associate Software Engineer,approved,,,,TRUE,,TRUE,,,,
436,25000,LKR,2022,0_to_1,bachelors_degree,10 - 50,Internship,approved,,,,TRUE,,TRUE,,,,
437,20000,LKR,2022,0_to_1,bachelors_degree,10_to_50,Associate Software Engineer,approved,,,,TRUE,,TRUE,,,,
438,95000,LKR,2022,1_to_3,bachelors_degree,50 - 100,Quality Assurance Engineer,approved,,,,TRUE,,TRUE,,,,
439,253000,LKR,2022,1_to_3,bachelors_degree,300+,Software Engineer,approved,,,,TRUE,,TRUE,,,,
